repo,prefix,status,rust_signal,description,top_level
device/generic/mini-emulator-mips,device,ok,,,"[{""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""m_e_mips.mk""}, {""type"": ""file"", ""name"": ""system.prop""}]"
device/generic/mini-emulator-mips64,device,ok,,,"[{""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""m_e_mips64.mk""}]"
device/generic/mini-emulator-x86,device,ok,,,"[{""type"": ""file"", ""name"": ""METADATA""}]"
device/generic/mini-emulator-x86_64,device,ok,,,"[{""type"": ""file"", ""name"": ""METADATA""}]"
device/generic/mips,device,ok,,,"[{""type"": ""dir"", ""name"": ""overlay""}, {""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""mini_mips.mk""}]"
device/generic/mips64,device,ok,,,"[{""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""mini_mips64.mk""}]"
device/generic/opengl-transport,device,ok,,Bug: 114497418,"[{""type"": ""file"", ""name"": "".gitignore""}]"
device/generic/qemu,device,empty_ok,,,[]
device/generic/trusty,device,ok,androidbp,Bug: 122274911,"[{""type"": ""dir"", ""name"": ""apex""}, {""type"": ""dir"", ""name"": ""dhcp""}, {""type"": ""dir"", ""name"": ""microdroid""}, {""type"": ""dir"", ""name"": ""pvmfw""}, {""type"": ""dir"", ""name"": ""secure_dpu""}, {""type"": ""dir"", ""name"": ""sepolicy""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": ""advancedFeatures.ini""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""fstab.trusty""}, {""type"": ""file"", ""name"": ""init.qemu_trusty.rc""}, {""type"": ""file"", ""name"": ""keymaster_soft_wrapped_attestation_keys.xml""}, {""type"": ""file"", ""name"": ""manifest.xml""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""PREUPLOAD.cfg""}, {""type"": ""file"", ""name"": ""qemu_trusty_arm64.mk""}, {""type"": ""file"", ""name"": ""qemu_trusty_base.mk""}, {""type"": ""file"", ""name"": ""ueventd.qemu_trusty.rc""}]"
device/generic/uml,device,ok,,,"[{""type"": ""dir"", ""name"": ""sepolicy""}, {""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""fstab.uml""}, {""type"": ""file"", ""name"": ""init.eth0.sh""}, {""type"": ""file"", ""name"": ""init.uml.rc""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""uml.mk""}]"
device/generic/vulkan-cereal,device,ok,,Bug: 128354419,"[{""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".gitignore""}]"
device/generic/x86,device,ok,,,"[{""type"": ""dir"", ""name"": ""overlay""}, {""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""mini_x86.mk""}]"
device/generic/x86_64,device,ok,,,"[{""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""BoardConfig.mk""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""mini_x86_64.mk""}]"
device/google/accessory/adk2012,device,ok,,,"[{""type"": ""dir"", ""name"": ""res""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""file"", ""name"": "".classpath""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".project""}, {""type"": ""file"", ""name"": ""AndroidManifest.xml""}, {""type"": ""file"", ""name"": ""lint.xml""}, {""type"": ""file"", ""name"": ""proguard-project.txt""}, {""type"": ""file"", ""name"": ""project.properties""}]"
device/google/accessory/adk2012_demo,device,ok,,,"[{""type"": ""dir"", ""name"": ""hardware""}, {""type"": ""dir"", ""name"": ""library""}, {""type"": ""dir"", ""name"": ""MakefileBasedBuild""}, {""type"": ""dir"", ""name"": ""tools""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""COPYING""}]"
device/google/accessory/arduino,device,ok,,Android accessory support - arduino files.,"[{""type"": ""dir"", ""name"": ""AndroidAccessory""}, {""type"": ""dir"", ""name"": ""USB_Host_Shield""}, {""type"": ""file"", ""name"": ""Android.mk""}]"
device/google/accessory/demokit,device,ok,,Android accessory support - demo kit.,"[{""type"": ""dir"", ""name"": ""app""}, {""type"": ""dir"", ""name"": ""firmware""}, {""type"": ""dir"", ""name"": ""hardware""}, {""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""make-download.sh""}, {""type"": ""file"", ""name"": ""README""}]"
device/google/akita,device,ok,androidbp,Bug: 334754634,"[{""type"": ""dir"", ""name"": ""akita""}, {""type"": ""dir"", ""name"": ""audio""}, {""type"": ""dir"", ""name"": ""bluetooth""}, {""type"": ""dir"", ""name"": ""conf""}, {""type"": ""dir"", ""name"": ""factory-images""}, {""type"": ""dir"", ""name"": ""location""}, {""type"": ""dir"", ""name"": ""nfc""}, {""type"": ""dir"", ""name"": ""powerstats""}, {""type"": ""dir"", ""name"": ""radio""}, {""type"": ""dir"", ""name"": ""rro_overlays""}, {""type"": ""dir"", ""name"": ""self-extractors""}, {""type"": ""dir"", ""name"": ""sensors""}, {""type"": ""dir"", ""name"": ""uwb""}, {""type"": ""dir"", ""name"": ""wifi""}, {""type"": ""file"", ""name"": ""akita_generic.mk""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""AndroidProducts.mk""}, {""type"": ""file"", ""name"": ""aosp_akita.mk""}, {""type"": ""file"", ""name"": ""aosp_akita_16k.mk""}, {""type"": ""file"", ""name"": ""aosp_akita_fullmte.mk""}, {""type"": ""file"", ""name"": ""board-info.txt""}, {""type"": ""file"", ""name"": ""device-akita.mk""}, {""type"": ""file"", ""name"": ""display_golden_external_display_cal2.pb""}, {""type"": ""file"", ""name"": ""factory_akita.mk""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""powerhint-akita.json""}, {""type"": ""file"", ""name"": ""PREUPLOAD.cfg""}, {""type"": ""file"", ""name"": ""thermal_info_config_akita.json""}, {""type"": ""file"", ""name"": ""thermal_info_config_charge_akita.json""}, {""type"": ""file"", ""name"": ""thermal_info_config_charge_proto.json""}, {""type"": ""file"", ""name"": ""thermal_info_config_proto.json""}]"
device/google/akita-kernel,device,ok,,Bug: 334754634,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""debug_api""}, {""type"": ""dir"", ""name"": ""debug_kmemleak""}, {""type"": ""dir"", ""name"": ""debug_locking""}, {""type"": ""dir"", ""name"": ""debug_memory""}, {""type"": ""dir"", ""name"": ""debug_memory_accounting""}, {""type"": ""dir"", ""name"": ""kasan""}, {""type"": ""dir"", ""name"": ""kernel-headers""}, {""type"": ""dir"", ""name"": ""original-kernel-headers""}, {""type"": ""file"", ""name"": ""6lowpan.ko""}, {""type"": ""file"", ""name"": ""8021q.ko""}, {""type"": ""file"", ""name"": ""acpm_flexpmu_dbg.ko""}, {""type"": ""file"", ""name"": ""acpm_mbox_test.ko""}, {""type"": ""file"", ""name"": ""aoc_alsa_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_alsa_dev_util.ko""}, {""type"": ""file"", ""name"": ""aoc_channel_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_char_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_control_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_core.ko""}, {""type"": ""file"", ""name"": ""aoc_tbn_service_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_unit_test_dev.ko""}, {""type"": ""file"", ""name"": ""aoc_usb_driver.ko""}, {""type"": ""file"", ""name"": ""aoc_uwb_platform_drv.ko""}, {""type"": ""file"", ""name"": ""aoc_uwb_service_dev.ko""}, {""type"": ""file"", ""name"": ""aqc111.ko""}, {""type"": ""file"", ""name"": ""arm-cmn.ko""}, {""type"": ""file"", ""name"": ""arm_dsu_pmu.ko""}, {""type"": ""file"", ""name"": ""asix.ko""}, {""type"": ""file"", ""name"": ""at24.ko""}, {""type"": ""file"", ""name"": ""audiometrics.ko""}, {""type"": ""file"", ""name"": ""ax88179_178a.ko""}, {""type"": ""file"", ""name"": ""bc_max77759.ko""}, {""type"": ""file"", ""name"": ""bcm47765.ko""}, {""type"": ""file"", ""name"": ""bcm_dbg.ko""}, {""type"": ""file"", ""name"": ""bcmdhd4383.ko""}, {""type"": ""file"", ""name"": ""bigwave.ko""}, {""type"": ""file"", ""name"": ""bluetooth.ko""}, {""type"": ""file"", ""name"": ""bookerci.ko""}, {""type"": ""file"", ""name"": ""boot.img""}, {""type"": ""file"", ""name"": ""bsd_comp.ko""}, {""type"": ""file"", ""name"": ""btbcm.ko""}, {""type"": ""file"", ""name"": ""btqca.ko""}, {""type"": ""file"", ""name"": ""bts.ko""}, {""type"": ""file"", ""name"": ""btsdio.ko""}, {""type"": ""file"", ""name"": ""can-bcm.ko""}, {""type"": ""file"", ""name"": ""can-dev.ko""}, {""type"": ""file"", ""name"": ""can-gw.ko""}, {""type"": ""file"", ""name"": ""can-raw.ko""}, {""type"": ""file"", ""name"": ""can.ko""}, {""type"": ""file"", ""name"": ""cdc-acm.ko""}, {""type"": ""file"", ""name"": ""cdc_eem.ko""}, {""type"": ""file"", ""name"": ""cdc_ether.ko""}, {""type"": ""file"", ""name"": ""cdc_ncm.ko""}, {""type"": ""file"", ""name"": ""cfg80211.ko""}, {""type"": ""file"", ""name"": ""cl_dsp-core.ko""}, {""type"": ""file"", ""name"": ""clk_exynos_gs.ko""}, {""type"": ""file"", ""name"": ""cmupmucal.ko""}, {""type"": ""file"", ""name"": ""cp_thermal_zone.ko""}, {""type"": ""file"", ""name"": ""cpif.ko""}, {""type"": ""file"", ""name"": ""cpif_page.ko""}, {""type"": ""file"", ""name"": ""cs40l26-core.ko""}, {""type"": ""file"", ""name"": ""cs40l26-i2c.ko""}, {""type"": ""file"", ""name"": ""dbgcore-dump.ko""}, {""type"": ""file"", ""name"": ""debug-reboot.ko""}, {""type"": ""file"", ""name"": ""debug-snapshot-debug-kinfo.ko""}, {""type"": ""file"", ""name"": ""diag.ko""}, {""type"": ""file"", ""name"": ""dss.ko""}, {""type"": ""file"", ""name"": ""dtbo.img""}, {""type"": ""file"", ""name"": ""dwc3-exynos-usb.ko""}, {""type"": ""file"", ""name"": ""ect_parser.ko""}, {""type"": ""file"", ""name"": ""eh.ko""}, {""type"": ""file"", ""name"": ""ehld.ko""}, {""type"": ""file"", ""name"": ""eusb_repeater.ko""}, {""type"": ""file"", ""name"": ""exynos-acme.ko""}, {""type"": ""file"", ""name"": ""exynos-adv-tracer-s2d.ko""}, {""type"": ""file"", ""name"": ""exynos-adv-tracer.ko""}, {""type"": ""file"", ""name"": ""exynos-bcm_dbg-dump.ko""}, {""type"": ""file"", ""name"": ""exynos-coresight-etm.ko""}, {""type"": ""file"", ""name"": ""exynos-coresight.ko""}, {""type"": ""file"", ""name"": ""exynos-cpuhp.ko""}, {""type"": ""file"", ""name"": ""exynos-cpupm.ko""}, {""type"": ""file"", ""name"": ""exynos-debug-test.ko""}, {""type"": ""file"", ""name"": ""exynos-dm.ko""}, {""type"": ""file"", ""name"": ""exynos-drm-audio.ko""}, {""type"": ""file"", ""name"": ""exynos-drm.ko""}, {""type"": ""file"", ""name"": ""exynos-ecc-handler.ko""}, {""type"": ""file"", ""name"": ""exynos-hdcp2.ko""}, {""type"": ""file"", ""name"": ""exynos-pcie-iommu.ko""}, {""type"": ""file"", ""name"": ""exynos-pd-dbg.ko""}, {""type"": ""file"", ""name"": ""exynos-pd.ko""}, {""type"": ""file"", ""name"": ""exynos-pd_el3.ko""}, {""type"": ""file"", ""name"": ""exynos-pm.ko""}, {""type"": ""file"", ""name"": ""exynos-pmu-if.ko""}, {""type"": ""file"", ""name"": ""exynos-reboot.ko""}, {""type"": ""file"", ""name"": ""exynos-seclog.ko""}, {""type"": ""file"", ""name"": ""exynos_devfreq.ko""}, {""type"": ""file"", ""name"": ""exynos_mct_v3.ko""}, {""type"": ""file"", ""name"": ""exynos_mfc.ko""}, {""type"": ""file"", ""name"": ""exynos_pm_qos.ko""}, {""type"": ""file"", ""name"": ""exynos_tty.ko""}, {""type"": ""file"", ""name"": ""ftdi_sio.ko""}, {""type"": ""file"", ""name"": ""ftm5.ko""}, {""type"": ""file"", ""name"": ""g2d.ko""}, {""type"": ""file"", ""name"": ""gcma.ko""}, {""type"": ""file"", ""name"": ""gnss_spi.ko""}, {""type"": ""file"", ""name"": ""gnssif.ko""}, {""type"": ""file"", ""name"": ""goodix_brl_touch.ko""}, {""type"": ""file"", ""name"": ""goodixfp.ko""}, {""type"": ""file"", ""name"": ""goog_touch_interface.ko""}, {""type"": ""file"", ""name"": ""google-battery.ko""}, {""type"": ""file"", ""name"": ""google-bms.ko""}, {""type"": ""file"", ""name"": ""google-charger.ko""}, {""type"": ""file"", ""name"": ""google-cpm.ko""}, {""type"": ""file"", ""name"": ""google_bcl.ko""}, {""type"": ""file"", ""name"": ""google_dock.ko""}, {""type"": ""file"", ""name"": ""google_dual_batt_gauge.ko""}, {""type"": ""file"", ""name"": ""gpu_cooling.ko""}, {""type"": ""file"", ""name"": ""gs-chipid.ko""}, {""type"": ""file"", ""name"": ""gs_acpm.ko""}, {""type"": ""file"", ""name"": ""gs_dsulat_devfreq.ko""}, {""type"": ""file"", ""name"": ""gs_governor_dsulat.ko""}, {""type"": ""file"", ""name"": ""gs_governor_memlat.ko""}, {""type"": ""file"", ""name"": ""gs_governor_utils.ko""}, {""type"": ""file"", ""name"": ""gs_memlat_devfreq.ko""}, {""type"": ""file"", ""name"": ""gs_perf_mon.ko""}, {""type"": ""file"", ""name"": ""gs_thermal.ko""}, {""type"": ""file"", ""name"": ""gsa.ko""}, {""type"": ""file"", ""name"": ""gsa_gsc.ko""}, {""type"": ""file"", ""name"": ""gvotable.ko""}, {""type"": ""file"", ""name"": ""gxp.ko""}, {""type"": ""file"", ""name"": ""hardlockup-debug.ko""}, {""type"": ""file"", ""name"": ""hardlockup-watchdog.ko""}, {""type"": ""file"", ""name"": ""hci_uart.ko""}, {""type"": ""file"", ""name"": ""heatmap.ko""}, {""type"": ""file"", ""name"": ""hidp.ko""}, {""type"": ""file"", ""name"": ""i2c-acpm.ko""}, {""type"": ""file"", ""name"": ""i2c-dev.ko""}, {""type"": ""file"", ""name"": ""i2c-exynos5.ko""}, {""type"": ""file"", ""name"": ""ieee802154.ko""}, {""type"": ""file"", ""name"": ""ieee802154_6lowpan.ko""}, {""type"": ""file"", ""name"": ""ieee802154_socket.ko""}, {""type"": ""file"", ""name"": ""Image.lz4""}, {""type"": ""file"", ""name"": ""init.insmod.akita.cfg""}, {""type"": ""file"", ""name"": ""itmon.ko""}, {""type"": ""file"", ""name"": ""kernel-uapi-headers.tar.gz""}, {""type"": ""file"", ""name"": ""keycombo.ko""}, {""type"": ""file"", ""name"": ""keydebug.ko""}, {""type"": ""file"", ""name"": ""kheaders.ko""}, {""type"": ""file"", ""name"": ""l2tp_core.ko""}, {""type"": ""file"", ""name"": ""l2tp_ppp.ko""}, {""type"": ""file"", ""name"": ""libarc4.ko""}, {""type"": ""file"", ""name"": ""ln8411.ko""}, {""type"": ""file"", ""name"": ""logbuffer.ko""}, {""type"": ""file"", ""name"": ""lwis.ko""}, {""type"": ""file"", ""name"": ""mac80211.ko""}, {""type"": ""file"", ""name"": ""mac802154.ko""}, {""type"": ""file"", ""name"": ""mailbox-wc.ko""}, {""type"": ""file"", ""name"": ""mali_kbase.ko""}, {""type"": ""file"", ""name"": ""mali_kutf.ko""}, {""type"": ""file"", ""name"": ""mali_kutf_clk_rate_trace_test_portal.ko""}, {""type"": ""file"", ""name"": ""mali_pixel.ko""}, {""type"": ""file"", ""name"": ""max1720x-battery.ko""}, {""type"": ""file"", ""name"": ""max20339.ko""}, {""type"": ""file"", ""name"": ""max77729-pmic.ko""}, {""type"": ""file"", ""name"": ""max77729_charger.ko""}, {""type"": ""file"", ""name"": ""max77729_uic.ko""}, {""type"": ""file"", ""name"": ""max77759-charger.ko""}, {""type"": ""file"", ""name"": ""max77759_contaminant.ko""}, {""type"": ""file"", ""name"": ""max77759_helper.ko""}, {""type"": ""file"", ""name"": ""max77779-charger.ko""}, {""type"": ""file"", ""name"": ""max77779-fg.ko""}, {""type"": ""file"", ""name"": ""max77779-sp.ko""}, {""type"": ""file"", ""name"": ""max77779_i2cm.ko""}, {""type"": ""file"", ""name"": ""max77779_pmic.ko""}, {""type"": ""file"", ""name"": ""max77779_pmic_irq.ko""}, {""type"": ""file"", ""name"": ""max77779_pmic_pinctrl.ko""}, {""type"": ""file"", ""name"": ""max77779_pmic_sgpio.ko""}, {""type"": ""file"", ""name"": ""mii.ko""}, {""type"": ""file"", ""name"": ""modules.load""}, {""type"": ""file"", ""name"": ""nfc.ko""}, {""type"": ""file"", ""name"": ""nhc_dest.ko""}, {""type"": ""file"", ""name"": ""nhc_fragment.ko""}, {""type"": ""file"", ""name"": ""nhc_hop.ko""}, {""type"": ""file"", ""name"": ""nhc_ipv6.ko""}, {""type"": ""file"", ""name"": ""nhc_mobility.ko""}, {""type"": ""file"", ""name"": ""nhc_routing.ko""}, {""type"": ""file"", ""name"": ""nhc_udp.ko""}, {""type"": ""file"", ""name"": ""nitrous.ko""}, {""type"": ""file"", ""name"": ""null_blk.ko""}, {""type"": ""file"", ""name"": ""odpm.ko""}, {""type"": ""file"", ""name"": ""open-dice.ko""}, {""type"": ""file"", ""name"": ""p9221.ko""}, {""type"": ""file"", ""name"": ""panel-boe-nt37290.ko""}, {""type"": ""file"", ""name"": ""panel-common.ko""}, {""type"": ""file"", ""name"": ""panel-google-ak3a.ko""}, {""type"": ""file"", ""name"": ""panel-google-ak3b.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-drv.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-emul.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3fc3-p10.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3fc3.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3hc2.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3hc3-c10.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3hc3.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-s6e3hc4.ko""}, {""type"": ""file"", ""name"": ""panel-samsung-sofef01.ko""}, {""type"": ""file"", ""name"": ""pca9468.ko""}, {""type"": ""file"", ""name"": ""pcie-exynos-gs.ko""}, {""type"": ""file"", ""name"": ""pcie-exynos-zuma-rc-cal.ko""}, {""type"": ""file"", ""name"": ""perf_trace_counters.ko""}, {""type"": ""file"", ""name"": ""phy-exynos-mipi-dsim.ko""}, {""type"": ""file"", ""name"": ""phy-exynos-mipi.ko""}, {""type"": ""file"", ""name"": ""phy-exynos-usbdrd-eusb-super.ko""}, {""type"": ""file"", ""name"": ""pinctrl-exynos-gs.ko""}, {""type"": ""file"", ""name"": ""pinctrl-slg51002.ko""}, {""type"": ""file"", ""name"": ""pixel-boot-metrics.ko""}, {""type"": ""file"", ""name"": ""pixel-debug-test.ko""}, {""type"": ""file"", ""name"": ""pixel-suspend-diag.ko""}, {""type"": ""file"", ""name"": ""pixel_em.ko""}, {""type"": ""file"", ""name"": ""pixel_metrics.ko""}, {""type"": ""file"", ""name"": ""pixel_stat_mm.ko""}, {""type"": ""file"", ""name"": ""pixel_stat_sysfs.ko""}, {""type"": ""file"", ""name"": ""pkvm-s2mpu-v9.ko""}, {""type"": ""file"", ""name"": ""pl330.ko""}, {""type"": ""file"", ""name"": ""pmic_class.ko""}, {""type"": ""file"", ""name"": ""power_stats.ko""}, {""type"": ""file"", ""name"": ""ppp_deflate.ko""}, {""type"": ""file"", ""name"": ""ppp_generic.ko""}, {""type"": ""file"", ""name"": ""ppp_mppe.ko""}, {""type"": ""file"", ""name"": ""pppox.ko""}, {""type"": ""file"", ""name"": ""pptp.ko""}, {""type"": ""file"", ""name"": ""r8152.ko""}, {""type"": ""file"", ""name"": ""r8153_ecm.ko""}, {""type"": ""file"", ""name"": ""rfcomm.ko""}, {""type"": ""file"", ""name"": ""rfkill.ko""}, {""type"": ""file"", ""name"": ""rio.ko""}, {""type"": ""file"", ""name"": ""rt6160-regulator.ko""}, {""type"": ""file"", ""name"": ""rtc-s2mpg14.ko""}, {""type"": ""file"", ""name"": ""rtl8150.ko""}, {""type"": ""file"", ""name"": ""s2mpg14-key.ko""}, {""type"": ""file"", ""name"": ""s2mpg14-mfd.ko""}, {""type"": ""file"", ""name"": ""s2mpg14-powermeter.ko""}, {""type"": ""file"", ""name"": ""s2mpg14-regulator.ko""}, {""type"": ""file"", ""name"": ""s2mpg1415-gpio.ko""}, {""type"": ""file"", ""name"": ""s2mpg15-mfd.ko""}, {""type"": ""file"", ""name"": ""s2mpg15-powermeter.ko""}, {""type"": ""file"", ""name"": ""s2mpg15-regulator.ko""}, {""type"": ""file"", ""name"": ""s2mpg15_spmic_thermal.ko""}, {""type"": ""file"", ""name"": ""s3c2410_wdt.ko""}, {""type"": ""file"", ""name"": ""s5910.ko""}, {""type"": ""file"", ""name"": ""samsung-dma.ko""}, {""type"": ""file"", ""name"": ""samsung-iommu-group.ko""}, {""type"": ""file"", ""name"": ""samsung-secure-iova.ko""}, {""type"": ""file"", ""name"": ""samsung_dma_heap.ko""}, {""type"": ""file"", ""name"": ""samsung_iommu_v9.ko""}, {""type"": ""file"", ""name"": ""sbb-mux.ko""}, {""type"": ""file"", ""name"": ""sched_tp.ko""}, {""type"": ""file"", ""name"": ""sec_touch.ko""}, {""type"": ""file"", ""name"": ""sg.ko""}, {""type"": ""file"", ""name"": ""shm_ipc.ko""}, {""type"": ""file"", ""name"": ""sjtag-driver.ko""}, {""type"": ""file"", ""name"": ""slc_acpm.ko""}, {""type"": ""file"", ""name"": ""slc_dummy.ko""}, {""type"": ""file"", ""name"": ""slc_pmon.ko""}, {""type"": ""file"", ""name"": ""slc_pt.ko""}, {""type"": ""file"", ""name"": ""slcan.ko""}, {""type"": ""file"", ""name"": ""slg51002-core.ko""}, {""type"": ""file"", ""name"": ""slg51002-regulator.ko""}, {""type"": ""file"", ""name"": ""slhc.ko""}, {""type"": ""file"", ""name"": ""smfc.ko""}, {""type"": ""file"", ""name"": ""snd-soc-cs35l41-i2c.ko""}, {""type"": ""file"", ""name"": ""snd-soc-cs35l41-spi.ko""}, {""type"": ""file"", ""name"": ""snd-soc-cs35l41.ko""}, {""type"": ""file"", ""name"": ""snd-soc-cs40l26.ko""}, {""type"": ""file"", ""name"": ""snd-soc-tas256x.ko""}, {""type"": ""file"", ""name"": ""snd-soc-wm-adsp.ko""}, {""type"": ""file"", ""name"": ""softdog.ko""}, {""type"": ""file"", ""name"": ""spi-s3c64xx.ko""}, {""type"": ""file"", ""name"": ""spidev.ko""}, {""type"": ""file"", ""name"": ""spmi_bit_bang.ko""}, {""type"": ""file"", ""name"": ""sscoredump.ko""}, {""type"": ""file"", ""name"": ""st21nfc.ko""}, {""type"": ""file"", ""name"": ""st33spi.ko""}, {""type"": ""file"", ""name"": ""st54spi.ko""}, {""type"": ""file"", ""name"": ""stmvl53l1.ko""}, {""type"": ""file"", ""name"": ""System.map""}, {""type"": ""file"", ""name"": ""system_dlkm.modules.blocklist""}, {""type"": ""file"", ""name"": ""system_dlkm.modules.load""}, {""type"": ""file"", ""name"": ""systrace.ko""}, {""type"": ""file"", ""name"": ""tcpci_max77759.ko""}, {""type"": ""file"", ""name"": ""tipc.ko""}, {""type"": ""file"", ""name"": ""touch_bus_negotiator.ko""}, {""type"": ""file"", ""name"": ""touch_offload.ko""}, {""type"": ""file"", ""name"": ""trusty-core.ko""}, {""type"": ""file"", ""name"": ""trusty-ipc.ko""}, {""type"": ""file"", ""name"": ""trusty-log.ko""}, {""type"": ""file"", ""name"": ""trusty-test.ko""}, {""type"": ""file"", ""name"": ""trusty-virtio.ko""}, {""type"": ""file"", ""name"": ""ufs-exynos-gs.ko""}, {""type"": ""file"", ""name"": ""ufs-pixel-fips140.ko""}, {""type"": ""file"", ""name"": ""usb_f_dm.ko""}, {""type"": ""file"", ""name"": ""usb_f_dm1.ko""}, {""type"": ""file"", ""name"": ""usb_f_etr_miu.ko""}, {""type"": ""file"", ""name"": ""usb_f_rndis.ko""}, {""type"": ""file"", ""name"": ""usb_psy.ko""}, {""type"": ""file"", ""name"": ""usbc_cooling_dev.ko""}, {""type"": ""file"", ""name"": ""usbnet.ko""}, {""type"": ""file"", ""name"": ""usbserial.ko""}, {""type"": ""file"", ""name"": ""vcan.ko""}, {""type"": ""file"", ""name"": ""vendor_dlkm.modules.blocklist""}, {""type"": ""file"", ""name"": ""vendor_dlkm.modules.load""}, {""type"": ""file"", ""name"": ""vendor_kernel_boot.modules.load""}, {""type"": ""file"", ""name"": ""vh_cgroup.ko""}, {""type"": ""file"", ""name"": ""vh_fs.ko""}, {""type"": ""file"", ""name"": ""vh_mm.ko""}, {""type"": ""file"", ""name"": ""vh_preemptirq_long.ko""}, {""type"": ""file"", ""name"": ""vh_sched.ko""}, {""type"": ""file"", ""name"": ""vh_thermal.ko""}, {""type"": ""file"", ""name"": ""xhci-exynos.ko""}, {""type"": ""file"", ""name"": ""zcomp_cpu.ko""}, {""type"": ""file"", ""name"": ""zcomp_eh.ko""}, {""type"": ""file"", ""name"": ""zram_gs.ko""}, {""type"": ""file"", ""name"": ""zsmalloc.ko""}, {""type"": ""file"", ""name"": ""zuma-a0-foplp.dtb""}, {""type"": ""file"", ""name"": ""zuma-a0-ipop.dtb""}, {""type"": ""file"", ""name"": ""zuma-b0-foplp.dtb""}, {""type"": ""file"", ""name"": ""zuma-b0-ipop.dtb""}]"
